test,target,stratum,variant,draw,value
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,729,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,730,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,731,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,732,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,733,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,734,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,735,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,736,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,737,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,738,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,739,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,740,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,741,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,742,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,743,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,744,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,745,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,746,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,747,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,748,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,749,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,750,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,751,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,752,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,753,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,754,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,755,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,756,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,757,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,758,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,759,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,760,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,761,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,762,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,763,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,764,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,765,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,766,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,767,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,768,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,769,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,770,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,771,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,772,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,773,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,774,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,775,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,776,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,777,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,778,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,779,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,780,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,781,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,782,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,783,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,784,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,785,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,786,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,787,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,788,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,789,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,790,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,791,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,792,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,793,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,794,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,795,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,796,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,797,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,798,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,799,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,800,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,801,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,802,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,803,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,804,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,805,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,806,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,807,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,808,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,809,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,810,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,811,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,812,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,813,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,814,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,815,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,816,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,817,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,818,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,819,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,820,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,821,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,822,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,823,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,824,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,825,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,826,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,827,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,828,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,829,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,830,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,831,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,832,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,833,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,834,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,835,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,836,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,837,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,838,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,839,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,840,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,841,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,842,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,843,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,844,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,845,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,846,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,847,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,848,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,849,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,850,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,851,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,852,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,853,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,854,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,855,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,856,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,857,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,858,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,859,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,860,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,861,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,862,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,863,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,864,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,865,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,866,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,867,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,868,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,869,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,870,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,871,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,872,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,873,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,874,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,875,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,876,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,877,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,878,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,879,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,880,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,881,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,882,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,883,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,884,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,885,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,886,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,887,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,888,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,889,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,890,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,891,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,892,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,893,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,894,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,895,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,896,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,897,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,898,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,899,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,900,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,901,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,902,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,903,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,904,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,905,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,906,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,907,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,908,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,909,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,910,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,911,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,912,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,913,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,914,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,915,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,916,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,917,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,918,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,919,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,920,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,921,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,922,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,923,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,924,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,925,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,926,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,927,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,928,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,929,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,930,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,931,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,932,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,933,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,934,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,935,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,936,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,937,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,938,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,939,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,940,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,941,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,942,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,943,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,944,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,945,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,946,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,947,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,948,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,949,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,950,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,951,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,952,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,953,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,954,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,955,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,956,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,957,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,958,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,959,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,960,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,961,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,962,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,963,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,964,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,965,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,966,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,967,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,968,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,969,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,970,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,971,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,972,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,973,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,974,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,975,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,976,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,977,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,978,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,979,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,980,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,981,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,982,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,983,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,984,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,985,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,986,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,987,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,988,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,989,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,990,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,991,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,992,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,993,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,994,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,995,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,996,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,997,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,998,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,999,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1000,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1001,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1002,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1003,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1004,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1005,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1006,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1007,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1008,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1009,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1010,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1011,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1012,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1013,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1014,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1015,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1016,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1017,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1018,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1019,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1020,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1021,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1022,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1023,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1024,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1025,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1026,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1027,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1028,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1029,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1030,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1031,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1032,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1033,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1034,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1035,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1036,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1037,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1038,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1039,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1040,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1041,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1042,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1043,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1044,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1045,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1046,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1047,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1048,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1049,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1050,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1051,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1052,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1053,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1054,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1055,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1056,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1057,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1058,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1059,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1060,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1061,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1062,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1063,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1064,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1065,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1066,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1067,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1068,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1069,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1070,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1071,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1072,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1073,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1074,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1075,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1076,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1077,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1078,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1079,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1080,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1081,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1082,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1083,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1084,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1085,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1086,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1087,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1088,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1089,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1090,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1091,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1092,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1093,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1094,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1095,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1096,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1097,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1098,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1099,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1100,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1101,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1102,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1103,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1104,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1105,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1106,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1107,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1108,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1109,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1110,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1111,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1112,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1113,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1114,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1115,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1116,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1117,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1118,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1119,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1120,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1121,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1122,0.0
ref_variant_vs_D094,minutes,decision_stratum_wf,V0,1123,0.0
