file,line,op,method,keys,class,name_evidence,src
exploration/E1_I0043_opponent_defence/scripts/s05_injection.py,167,UNIQUE,unique,scheme,NOT_PLAYER_KEYED,,inj.scheme.unique()
exploration/E1_I0043_opponent_defence/scripts/s05_injection.py,76,GROUPTRANSFORM,transform,<none>,UNRESOLVED_KEY,,pd.Series(x).groupby(m['opp_team_season'].to_numpy()).transform('mean')
exploration/E1_I0043_opponent_defence/scripts/s05_injection.py,168,SORT,sort_values,target_delta,NOT_PLAYER_KEYED,,inj[(inj.component == cname) & (inj.scheme == sname)].sort_values('target_delta')
exploration/E1_I0043_opponent_defence/scripts/s05_injection.py,76,GROUPBY,groupby,<none>,UNRESOLVED_KEY,,pd.Series(x).groupby(m['opp_team_season'].to_numpy())
exploration/E1_I0043_opponent_defence/scripts/s06_leadlag_and_family.py,63,UNIQUE,unique,<none>,UNRESOLVED_KEY,,np.unique(ots)
exploration/E1_I0043_opponent_defence/scripts/s06_leadlag_and_family.py,59,GROUPTRANSFORM,transform,<none>,UNRESOLVED_KEY,,pd.Series(x).groupby(ots).transform('mean')
exploration/E1_I0043_opponent_defence/scripts/s06_leadlag_and_family.py,67,GROUPBY,groupby,t|s,NOT_PLAYER_KEYED,,"ms.groupby(['t', 's'], sort=False)"
exploration/E1_I0043_opponent_defence/scripts/s06_leadlag_and_family.py,59,GROUPBY,groupby,<var:ots>,UNRESOLVED_KEY,,pd.Series(x).groupby(ots)
exploration/E1_I0044_broken_nulls_and_composites/scripts/s00_anchors.py,70,SETINDEX,set_index,screen|cell,NOT_PLAYER_KEYED,,"g.set_index(['screen', 'cell'])"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s00_anchors.py,35,GROUPBY,groupby,screen|decision|family_size_K|cell,NOT_PLAYER_KEYED,,"rp.sort_values('mde80_fw').groupby(key, dropna=False)"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s00_anchors.py,61,CARDINALITY,value_counts,<none>,UNRESOLVED_KEY,,"tf.loc[broken, 'screen'].value_counts()"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s00_anchors.py,35,SORT,sort_values,mde80_fw,NOT_PLAYER_KEYED,,rp.sort_values('mde80_fw')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s01_probe_broken.py,43,UNIQUE,unique,season,NOT_PLAYER_KEYED,,fr['season'].unique()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s01_probe_broken.py,29,CARDINALITY,value_counts,screen,NOT_PLAYER_KEYED,,broken['screen'].value_counts()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s02_diagnose.py,153,SETINDEX,set_index,candidate|dependent,NOT_PLAYER_KEYED,,"res.set_index(['candidate', 'dependent'])"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s02_diagnose.py,56,UNIQUE,unique,<none>,UNRESOLVED_KEY,,np.unique(seas)
exploration/E1_I0044_broken_nulls_and_composites/scripts/s02_diagnose.py,86,UNIQUE,unique,<none>,UNRESOLVED_KEY,,np.unique(s)
exploration/E1_I0044_broken_nulls_and_composites/scripts/s02_diagnose.py,119,SORT,sort_values,s|k,NOT_PLAYER_KEYED,,"df.sort_values(['s', 'k'])"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s02_diagnose.py,121,GROUPBY,groupby,s|k,NOT_PLAYER_KEYED,,"df.groupby(['s', 'k'], sort=False)"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s02_diagnose.py,255,DEDUP,drop_duplicates,candidate,NOT_PLAYER_KEYED,,D[D['is_broken']].drop_duplicates('candidate')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s02_diagnose.py,28,SORT,sort_values,season|player_id|gdate,PLAYER_ID_KEYED,player_id,"f.sort_values(['season', 'player_id', 'gdate'])"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s02_diagnose.py,253,GROUPBY,groupby,candidate|null_used|scheme,NOT_PLAYER_KEYED,,"D[D['is_broken']].groupby(['candidate', 'null_used', 'scheme'])"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s02_diagnose.py,240,UNIQUE,unique,<none>,UNRESOLVED_KEY,,np.unique(dv)
exploration/E1_I0044_broken_nulls_and_composites/scripts/s03_mechanism.py,38,UNIQUE,unique,<none>,UNRESOLVED_KEY,,"BROKEN.loc[BROKEN['is_broken'], 'candidate'].unique()"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s03_mechanism.py,46,UNIQUE,unique,<none>,UNRESOLVED_KEY,,np.unique(seas)
exploration/E1_I0044_broken_nulls_and_composites/scripts/s03_mechanism.py,47,UNIQUE,unique,<none>,UNRESOLVED_KEY,,np.unique(seas)
exploration/E1_I0044_broken_nulls_and_composites/scripts/s03_mechanism.py,46,UNIQUE,unique,<none>,UNRESOLVED_KEY,,"np.unique(X[seas == s, j])"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s03_mechanism.py,132,SETINDEX,set_index,candidate,NOT_PLAYER_KEYED,,BD.set_index('candidate')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s03_mechanism.py,102,SETINDEX,set_index,cell,NOT_PLAYER_KEYED,,BROKEN.set_index('cell')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s03_mechanism.py,155,SETINDEX,set_index,cell,NOT_PLAYER_KEYED,,BROKEN.set_index('cell')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s04_remeasure.py,42,GROUPBY,groupby,s|k,NOT_PLAYER_KEYED,,"sub.groupby(['s', 'k'], sort=False)"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s04_remeasure.py,167,MEMBERSHIP,isin,<var:brk>|cell,NOT_PLAYER_KEYED,,RM['cell'].isin(brk)
exploration/E1_I0044_broken_nulls_and_composites/scripts/s04_remeasure.py,171,GROUPAGG,agg,<none>,UNRESOLVED_KEY,,"sub.groupby('arm')['functions'].agg(['size', 'sum', 'mean'])"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s04_remeasure.py,180,CARDINALITY,value_counts,functions,NOT_PLAYER_KEYED,,w['functions'].value_counts()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s04_remeasure.py,171,GROUPBY,groupby,arm,NOT_PLAYER_KEYED,,sub.groupby('arm')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s04_remeasure.py,150,UNIQUE,unique,<none>,UNRESOLVED_KEY,,np.unique(dvf)
exploration/E1_I0044_broken_nulls_and_composites/scripts/s05_composite_inventory.py,24,CARDINALITY,nunique,screen,NOT_PLAYER_KEYED,,cen['screen'].nunique()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s05_composite_inventory.py,25,CARDINALITY,nunique,screen,NOT_PLAYER_KEYED,,ext['screen'].nunique()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s05_composite_inventory.py,38,CARDINALITY,nunique,screen,NOT_PLAYER_KEYED,,pairs['screen'].nunique()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s05_composite_inventory.py,24,CARDINALITY,nunique,screen,NOT_PLAYER_KEYED,,cen['screen'].nunique()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s05_composite_inventory.py,25,CARDINALITY,nunique,screen,NOT_PLAYER_KEYED,,ext['screen'].nunique()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s05_composite_inventory.py,35,CARDINALITY,nunique,screen,NOT_PLAYER_KEYED,,pairs['screen'].nunique()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s05_composite_inventory.py,33,DEDUP,drop_duplicates,screen|candidate,NOT_PLAYER_KEYED,,"pop.drop_duplicates(['screen', 'candidate'])"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s05_composite_inventory.py,111,CARDINALITY,value_counts,site_scope,NOT_PLAYER_KEYED,,SITES['site_scope'].value_counts()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s05_composite_inventory.py,118,UNIQUE,unique,candidate,NOT_PLAYER_KEYED,,nn['candidate'].unique()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s05_composite_inventory.py,117,GROUPBY,groupby,screen,NOT_PLAYER_KEYED,,nn.groupby('screen')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s06_sites_v2.py,112,DEDUP,drop_duplicates,literal|file|line,NOT_PLAYER_KEYED,,"pd.DataFrame(REJECTED).drop_duplicates(['literal', 'file', 'line'])"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s06_sites_v2.py,30,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,,"pd.concat([cen[['screen', 'candidate']], ext[['screen', 'candidate']]], ignore_index=True).drop_duplicates()"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s06_sites_v2.py,187,CARDINALITY,value_counts,site_scope,NOT_PLAYER_KEYED,,S['site_scope'].value_counts()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s06_sites_v2.py,189,CARDINALITY,value_counts,<none>,UNRESOLVED_KEY,,S['resolution_kind'].str.split('[').str[0].value_counts()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s06_sites_v2.py,114,SORT,sort_values,n_candidate_matches,NOT_PLAYER_KEYED,,"RJ.sort_values('n_candidate_matches', ascending=False)"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s06_sites_v2.py,192,GROUPBY,groupby,screen,NOT_PLAYER_KEYED,,nn.groupby('screen')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s07_remeasure_v2.py,42,GROUPBY,groupby,s|k,NOT_PLAYER_KEYED,,"sub.groupby(['s', 'k'], sort=False)"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s07_remeasure_v2.py,181,MEMBERSHIP,isin,<var:brk>|cell,NOT_PLAYER_KEYED,,RM['cell'].isin(brk)
exploration/E1_I0044_broken_nulls_and_composites/scripts/s07_remeasure_v2.py,185,GROUPAGG,agg,<none>,UNRESOLVED_KEY,,"sub.groupby('arm')['functions'].agg(['size', 'sum', 'mean'])"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s07_remeasure_v2.py,194,CARDINALITY,value_counts,functions,NOT_PLAYER_KEYED,,w['functions'].value_counts()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s07_remeasure_v2.py,185,GROUPBY,groupby,arm,NOT_PLAYER_KEYED,,sub.groupby('arm')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s07_remeasure_v2.py,164,UNIQUE,unique,<none>,UNRESOLVED_KEY,,np.unique(dvf)
exploration/E1_I0044_broken_nulls_and_composites/scripts/s08_classify.py,133,GROUPBY,groupby,screen,NOT_PLAYER_KEYED,,un.groupby('screen')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s08_classify.py,123,CARDINALITY,value_counts,candidate_class,NOT_PLAYER_KEYED,,K['candidate_class'].value_counts()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s08_classify.py,126,GROUPBY,groupby,screen,NOT_PLAYER_KEYED,,comp.groupby('screen')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s08_classify.py,131,GROUPBY,groupby,screen|candidate_class,NOT_PLAYER_KEYED,,"un.groupby(['screen', 'candidate_class'])"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s08_classify.py,23,MEMBERSHIP,isin,SUBSCRIPT_ASSIGN|GENERATED|NAME_ASSIGN|ASSIGN_KW|RENAME_TO|kind0,NOT_PLAYER_KEYED,,S['kind0'].isin(STRONG)
exploration/E1_I0044_broken_nulls_and_composites/scripts/s09_e0i0019.py,29,SETINDEX,set_index,candidate|dependent,NOT_PLAYER_KEYED,,"r.set_index(['candidate', 'dependent'])"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s09_e0i0019.py,52,SETINDEX,set_index,candidate,NOT_PLAYER_KEYED,,"pd.read_csv(os.path.join(D, 'grouping_levels.csv')).set_index('candidate')"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s09_e0i0019.py,66,UNIQUE,unique,<none>,UNRESOLVED_KEY,,np.unique(dv)
exploration/E1_I0044_broken_nulls_and_composites/scripts/s10_injection.py,36,SETINDEX,set_index,cell,NOT_PLAYER_KEYED,,RM[RM['arm'] == 'A1_FULL'].set_index('cell')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s10_injection.py,67,GROUPBY,groupby,s|k,NOT_PLAYER_KEYED,,"sub.groupby(['s', 'k'], sort=False)"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s11_broken_nulls_table.py,16,SETINDEX,set_index,cell,NOT_PLAYER_KEYED,,"pd.read_csv(os.path.join(HERE, '_E0_I0014_CELL_DIAG.csv')).set_index('cell')"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s11_broken_nulls_table.py,17,SETINDEX,set_index,cell,NOT_PLAYER_KEYED,,"pd.read_csv(os.path.join(HERE, '_STATISTIC_BLINDNESS.csv')).set_index('cell')"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s11_broken_nulls_table.py,40,SETINDEX,set_index,cell,NOT_PLAYER_KEYED,,df[df['arm'] == a].set_index('cell')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s11_broken_nulls_table.py,152,CARDINALITY,value_counts,resolution,NOT_PLAYER_KEYED,,B['resolution'].value_counts()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s11_broken_nulls_table.py,154,CARDINALITY,value_counts,<none>,UNRESOLVED_KEY,,B['mechanism'].str.split(':').str[0].value_counts()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s11_broken_nulls_table.py,164,CARDINALITY,value_counts,corrected_classification_LIKE_FOR_LIKE_A1,NOT_PLAYER_KEYED,,adeq['corrected_classification_LIKE_FOR_LIKE_A1'].value_counts()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s11_broken_nulls_table.py,166,GROUPBY,groupby,candidate|corrected_classification_LIKE_FOR_LIKE_A1,NOT_PLAYER_KEYED,,"adeq.groupby(['candidate', 'corrected_classification_LIKE_FOR_LIKE_A1'])"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s12_typeI_and_fw.py,81,GROUPBY,groupby,s|k,NOT_PLAYER_KEYED,,"sub.groupby(['s', 'k'], sort=False)"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s12_typeI_and_fw.py,50,MEMBERSHIP,isin,<var:rem>|cell,NOT_PLAYER_KEYED,,FW['cell'].isin(rem)
exploration/E1_I0044_broken_nulls_and_composites/scripts/s12_typeI_and_fw.py,145,UNIQUE,unique,<none>,UNRESOLVED_KEY,,np.unique(seas)
exploration/E1_I0044_broken_nulls_and_composites/scripts/s13_typeI_injection_fast.py,108,SETINDEX,set_index,cell,NOT_PLAYER_KEYED,,RM[RM['arm'] == 'A1_FULL'].set_index('cell')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s13_typeI_injection_fast.py,61,GROUPBY,groupby,s|k,NOT_PLAYER_KEYED,,"sub.groupby(['s', 'k'], sort=False)"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s13_typeI_injection_fast.py,90,UNIQUE,unique,<none>,UNRESOLVED_KEY,,np.unique(seas)
exploration/E1_I0044_broken_nulls_and_composites/scripts/s14_composite_sweep.py,499,CARDINALITY,value_counts,candidate_class,NOT_PLAYER_KEYED,,C['candidate_class'].value_counts()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s14_composite_sweep.py,501,CARDINALITY,value_counts,composite_verdict,NOT_PLAYER_KEYED,,C['composite_verdict'].value_counts()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s14_composite_sweep.py,504,GROUPBY,groupby,screen,NOT_PLAYER_KEYED,,P.groupby('screen')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s15_resolve_pending.py,188,SETINDEX,set_index,screen|candidate,NOT_PLAYER_KEYED,,"C.set_index(['screen', 'candidate'])"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s15_resolve_pending.py,41,SETINDEX,set_index,candidate,NOT_PLAYER_KEYED,,res14.drop_duplicates('candidate').set_index('candidate')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s15_resolve_pending.py,183,CARDINALITY,value_counts,composite_verdict,NOT_PLAYER_KEYED,,R['composite_verdict'].value_counts()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s15_resolve_pending.py,214,CARDINALITY,value_counts,<none>,UNRESOLVED_KEY,,"F.loc[IS_COMP, 'composite_verdict'].value_counts()"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s15_resolve_pending.py,41,DEDUP,drop_duplicates,candidate,NOT_PLAYER_KEYED,,res14.drop_duplicates('candidate')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s15_resolve_pending.py,184,GROUPBY,groupby,screen|composite_verdict,NOT_PLAYER_KEYED,,"R.groupby(['screen', 'composite_verdict'])"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s16_measure_interactions.py,26,GROUPBY,groupby,g,NOT_PLAYER_KEYED,,df.groupby('g')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s16_measure_interactions.py,49,GROUPAGG,agg,<none>,UNRESOLVED_KEY,,"f[entcols].astype(str).agg('_'.join, axis=1)"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s17_finalise_sweep.py,39,SETINDEX,set_index,screen|candidate,NOT_PLAYER_KEYED,,"F.set_index(['screen', 'candidate'])"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s17_finalise_sweep.py,89,CARDINALITY,nunique,screen,NOT_PLAYER_KEYED,,F['screen'].nunique()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s17_finalise_sweep.py,98,CARDINALITY,value_counts,<none>,UNRESOLVED_KEY,,"F.loc[IS_COMP, 'composite_verdict'].value_counts()"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s18_ranking.py,34,SETINDEX,set_index,cell,NOT_PLAYER_KEYED,,FW[FW['arm'] == a].set_index('cell')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s18_ranking.py,45,SORT,sort_values,rank_score,NOT_PLAYER_KEYED,,"s.sort_values('rank_score', ascending=False)"
exploration/E1_I0044_broken_nulls_and_composites/scripts/s18_ranking.py,57,CARDINALITY,value_counts,corrected_classification_LIKE_FOR_LIKE_A1,NOT_PLAYER_KEYED,,a['corrected_classification_LIKE_FOR_LIKE_A1'].value_counts()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s18_ranking.py,59,CARDINALITY,value_counts,corrected_classification_DECISION_STRATUM_A4,NOT_PLAYER_KEYED,,a['corrected_classification_DECISION_STRATUM_A4'].value_counts()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s18_ranking.py,19,UNIQUE,unique,screen,NOT_PLAYER_KEYED,,ceil['screen'].unique()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s19_findings.py,24,LOOKUP,map,candidate,NOT_PLAYER_KEYED,,S['candidate'].map(timap)
exploration/E1_I0044_broken_nulls_and_composites/scripts/s19_findings.py,33,SETINDEX,set_index,cell,NOT_PLAYER_KEYED,,IJ.set_index('cell')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s19_findings.py,25,MEMBERSHIP,isin,<var:timap>|candidate,NOT_PLAYER_KEYED,,S['candidate'].isin(timap)
exploration/E1_I0044_broken_nulls_and_composites/scripts/s19_findings.py,16,SETINDEX,set_index,candidate,NOT_PLAYER_KEYED,,TI.set_index('candidate')
exploration/E1_I0044_broken_nulls_and_composites/scripts/s19_findings.py,73,CARDINALITY,value_counts,resolution,NOT_PLAYER_KEYED,,BN['resolution'].value_counts()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s19_findings.py,80,CARDINALITY,value_counts,corrected_classification_LIKE_FOR_LIKE_A1,NOT_PLAYER_KEYED,,BN['corrected_classification_LIKE_FOR_LIKE_A1'].value_counts()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s19_findings.py,82,CARDINALITY,value_counts,corrected_classification_DECISION_STRATUM_A4,NOT_PLAYER_KEYED,,BN['corrected_classification_DECISION_STRATUM_A4'].value_counts()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s19_findings.py,86,CARDINALITY,value_counts,corrected_classification_LIKE_FOR_LIKE_A1,NOT_PLAYER_KEYED,,adeq['corrected_classification_LIKE_FOR_LIKE_A1'].value_counts()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s19_findings.py,87,CARDINALITY,value_counts,corrected_classification_DECISION_STRATUM_A4,NOT_PLAYER_KEYED,,adeq['corrected_classification_DECISION_STRATUM_A4'].value_counts()
exploration/E1_I0044_broken_nulls_and_composites/scripts/s19_findings.py,115,CARDINALITY,value_counts,<none>,UNRESOLVED_KEY,,"CS.loc[IS_COMP, 'composite_verdict'].value_counts()"
exploration/E1_I0044_broken_nulls_and_composites/scripts/_rebuild_e14.py,41,UNIQUE,unique,<none>,UNRESOLVED_KEY,,np.unique(seas)
exploration/E1_I0044_broken_nulls_and_composites/scripts/_rebuild_e14.py,67,UNIQUE,unique,<none>,UNRESOLVED_KEY,,np.unique(s)
exploration/E1_I0044_broken_nulls_and_composites/scripts/_rebuild_e14.py,100,SORT,sort_values,s|k,NOT_PLAYER_KEYED,,"df.sort_values(['s', 'k'])"
exploration/E1_I0044_broken_nulls_and_composites/scripts/_rebuild_e14.py,102,GROUPBY,groupby,s|k,NOT_PLAYER_KEYED,,"df.groupby(['s', 'k'], sort=False)"
exploration/E1_I0044_broken_nulls_and_composites/scripts/_rebuild_e14.py,13,SORT,sort_values,season|player_id|gdate,PLAYER_ID_KEYED,player_id,"f.sort_values(['season', 'player_id', 'gdate'])"
exploration/E1_I0045_roster_currency/scripts/rc_base.py,171,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,,"team_master[['game_id', 'team_id']].drop_duplicates()"
exploration/E1_I0045_roster_currency/scripts/rc_base.py,296,UNIQUE,unique,<none>,UNRESOLVED_KEY,,"np.unique(codes, return_inverse=True)"
exploration/E1_I0045_roster_currency/scripts/rc_base.py,333,UNIQUE,unique,<none>,UNRESOLVED_KEY,,"np.unique(codes, return_inverse=True)"
exploration/E1_I0045_roster_currency/scripts/rc_base.py,349,UNIQUE,unique,<none>,UNRESOLVED_KEY,,"np.unique(codes, return_inverse=True)"
exploration/E1_I0045_roster_currency/scripts/rc_base.py,172,UNIQUE,unique,player_id,PLAYER_ID_KEYED,player_id,player_master['player_id'].unique()
exploration/E1_I0045_roster_currency/scripts/rc_base.py,138,SORT,sort_values,season|team_id|game_date|game_id,NOT_PLAYER_KEYED,,"t.sort_values(['season', 'team_id', 'game_date', 'game_id'], kind='stable')"
exploration/E1_I0045_roster_currency/scripts/rc_base.py,153,SORT,sort_values,season|player_id|game_date|game_id,PLAYER_ID_KEYED,player_id,"p.sort_values(['season', 'player_id', 'game_date', 'game_id'], kind='stable')"
exploration/E1_I0045_roster_currency/scripts/rc_base.py,180,DEDUP,duplicated,row_uid,NOT_PLAYER_KEYED,,m['row_uid'].duplicated()
exploration/E1_I0045_roster_currency/scripts/rc_base.py,132,MEMBERSHIP,isin,<var:seasons>|season,NOT_PLAYER_KEYED,,t['season'].isin(seasons)
exploration/E1_I0045_roster_currency/scripts/rc_base.py,144,MEMBERSHIP,isin,<var:seasons>|season,NOT_PLAYER_KEYED,,p['season'].isin(seasons)
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,71,JOIN,merge,row_uid,NOT_PLAYER_KEYED,,"v4p.merge(IDM, on='row_uid', how='left', suffixes=('', '_r'))"
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,85,JOIN,merge,row_uid,NOT_PLAYER_KEYED,,"pf.merge(psd.rename(columns={'pred_point': 'pts_hat', 'is_fallback': 'pts_is_fallback', 'fallback_level': 'pts_fallback_"
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,90,JOIN,merge,row_uid,NOT_PLAYER_KEYED,,"pf.merge(emin.rename(columns={'pred_point': 'min_hat'})[['row_uid', 'min_hat']], on='row_uid', how='left')"
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,92,JOIN,merge,row_uid,NOT_PLAYER_KEYED,,"pf.merge(IDM, on='row_uid', how='left')"
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,102,JOIN,merge,game_id|team_id|player_id,PLAYER_ID_KEYED,player_id,"pf.merge(box, on=['game_id', 'team_id', 'player_id'], how='left')"
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,108,MEMBERSHIP,isin,<var:inv4>|row_uid,NOT_PLAYER_KEYED,,pf['row_uid'].isin(inv4)
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,114,JOIN,merge,game_id,NOT_PLAYER_KEYED,,"pf.merge(gdates, on='game_id', how='left')"
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,129,JOIN,merge,game_id|team_id,NOT_PLAYER_KEYED,,"tm.merge(v4t[['row_uid', 'game_id', 'team_id']], on=['game_id', 'team_id'], how='left')"
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,130,JOIN,merge,row_uid,NOT_PLAYER_KEYED,,"tg.merge(tp.rename(columns={'pred_point': 'A_TEAM'})[['row_uid', 'A_TEAM']], on='row_uid', how='left')"
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,133,JOIN,merge,game_id|team_id,NOT_PLAYER_KEYED,,"tg.merge(npl, on=['game_id', 'team_id'], how='left')"
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,144,JOIN,merge,game_id|team_id,NOT_PLAYER_KEYED,,"pf.merge(key, on=['game_id', 'team_id'], how='inner')"
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,160,JOIN,merge,game_id|team_id,NOT_PLAYER_KEYED,,"TF.merge(b1.rename('B1').reset_index(), on=['game_id', 'team_id'], how='left')"
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,213,GROUPBY,groupby,player_id,PLAYER_ID_KEYED,player_id,"app.groupby('player_id', sort=False)"
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,218,GROUPBY,groupby,player_id|team_id,PLAYER_ID_KEYED,player_id,"app.groupby(['player_id', 'team_id'], sort=False)"
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,223,GROUPBY,groupby,player_id|season,PLAYER_ID_KEYED,player_id,"app.groupby(['player_id', 'season'], sort=False)"
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,290,JOIN,merge,game_id|team_id,NOT_PLAYER_KEYED,,"pf.merge(key, on=['game_id', 'team_id'], how='inner')"
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,113,DEDUP,drop_duplicates,<none>,UNRESOLVED_KEY,,"tm[['game_id', 'game_date']].drop_duplicates()"
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,208,SORT,sort_values,player_id|avail,PLAYER_ID_KEYED,player_id,"app.sort_values(['player_id', 'avail'], kind='stable')"
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,59,MEMBERSHIP,isin,<attr:EXPLORATION_SEASONS>|season,NOT_PLAYER_KEYED,,v4p['season'].isin(rb.EXPLORATION_SEASONS)
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,64,MEMBERSHIP,isin,<attr:EXPLORATION_SEASONS>|season,NOT_PLAYER_KEYED,,v4t['season'].isin(rb.EXPLORATION_SEASONS)
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,135,MEMBERSHIP,isin,<attr:SCORED_SEASONS>|season,NOT_PLAYER_KEYED,,tg['season'].isin(rb.SCORED_SEASONS)
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,159,GROUPBY,groupby,game_id|team_id,NOT_PLAYER_KEYED,,"PF.assign(c=PF['p_active_hat'] * PF['pts_hat']).groupby(['game_id', 'team_id'])"
exploration/E1_I0045_roster_currency/scripts/s01_build_and_anchor.py,35,UNIQUE,unique,season,NOT_PLAYER_KEYED,,tm['season'].unique()
