extracted_utc,published_utc,capture_utc,source,player_name,team,status_signal,body_part,reported_limitation,source_tier,game_date_referenced,is_speculation,quoted_evidence,url,model,prompt_version
2026-07-30T19:48:59+00:00,2026-07-28T15:56:50Z,20260730T162550Z,gnews_lynx,Napheesa Collier,Minnesota Lynx,returning,none stated,none stated,aggregator,none,True,Minnesota Lynx Adjust Roster with Collier's Return Ahead of Trade Deadline,https://news.google.com/rss/articles/CBMib0FVX3lxTE1Bam1XOFlScTJnOG8yMko2OG45N2ZjU1NDN2ZoQ3hWajlvMm5yYnNqTlEya2x6N3UtQjdXZmlCOTMzWkdFYXppUnhEdWZuUDNCZ3VabUdINGRWQ0w4cm0yTkhSMmI0STJiRUc4dDlWMA?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T04:09:00Z,20260730T162550Z,gnews_fever,Aliyah Boston,Indiana Fever,unknown,none stated,none stated,aggregator,none,True,"Caitlin Clark, Kelsey Mitchell lead Fever to win after Aliyah Boston injury: Likes, dislikes",https://news.google.com/rss/articles/CBMi6AFBVV95cUxOVDk2ZzZEY2FkVWRZM3VkQWI2YkpkYndWRVpuYzA2WTc3WlRwNXdtdVJXeDBadk1SYkpWMWRZclBGckk1TjdTSkg0YmRSQTRQeU9qOFFVY3B0LS1xQjhBN0Joc0dYYml1RWxCNnFUakhPNmY0RDkyS2FhSFVTWV9hNkJ0djhlQjNXckJBLWU4UjhVNEZ0d3ZsZ01LOHlRamVmRTRwNGJGaC1EYzB5bFFrTFlBZVB4SmNwWTVGdXR0aWxsQTdBVGlnNEJJMnpsZF9aYk02bzhnaXlQUFJ3czJIMGdOemFmS0Fs?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-28T19:00:39Z,20260730T162550Z,gnews_fever,Caitlin Clark,Indiana Fever,out,none stated,none stated,aggregator,none,True,Caitlin Clark Injured – Out For Preseason Game!,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5BbkN3VkVsQXlBUE9ucXFRT3NjZEJNekg3YWpmZjFoUERvYWR4eElmS3RrWlF5eHJaRTlMOXFCV1ZXRms0Y3N0Y0p2eHh3TjdVdWNjcEVyaWQ1WTlCV0xadA?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T05:44:00Z,20260730T162550Z,gnews_aces,Sarah Ashlee Barker,Portland Fire,out,none stated,none stated,aggregator,none,False,first game without Sarah Ashlee Barker,https://news.google.com/rss/articles/CBMi4AFBVV95cUxNaVlrOTJDVnVHdld3cUoxazhGMlR5Ml95aUQ5alV1clk2WElOeXMtRzNsdE1EWDV2b1F1aFBZYVY4Zjh3cHRvaHI2SDFJZTJHZ2NGUUJfQnRyZjlIWEs5WU5EcXluVm5LLTZidmJWdU9ma0RBV3RNNlBXN1hmcXAyX0hLTnVQVjlXVHgtMmpPUkh3Y09GWGFxX20zcFQyUVlsU3M1enRqVk85cUY5V2VJYjRQSDlqZUVNVXBrQUx2Zk9ydWM1UEF5dnJGbV9rN2dIUGNjS0gyX1BZRExYVDIxdg?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T04:11:00Z,20260730T162550Z,gnews_storm,Aliyah Boston,Indiana Fever,out,unknown,none stated,aggregator,none,False,Aliyah Boston injury update: Fever star exits Storm game after frightening fall,https://news.google.com/rss/articles/CBMihwFBVV95cUxNMnhtc2hXT216UGNkajJlZW1FSmlXRTg2TmtRMGxOZ09kcTNnck9seFpXQUpVSG9tR1cxQy11YUx6ejBhRFFxUzVmZjZNbmNmYkZsNWY1eEtRakU2bTRaeFFRYk52MGdPTFB3SGdkWUR2TDIyOV9tYkpIXzVlRXRRU0FQT1QtXzg?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T17:30:00Z,20260730T162550Z,gnews_fever,Aliyah Boston,Indiana Fever,unknown,none stated,none stated,aggregator,none,True,Is Indiana Fever Star Aliyah Boston Injured? Everything We Know,https://news.google.com/rss/articles/CBMie0FVX3lxTE82UEVMVkVtVTBhZnE2cUY3MnRiQ0NFdlhqcXo5Qy1WRDV6OWNSMTgwYTJheVBkeW03ZmtNMl9Uek9WcGc1UTZLRWdiUzktRWhEc1U5MGtNaVhveEdlbWhaaFRjRXdhejB1c2swRURuQ2VCc2VuYlVRamdlcw?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T11:48:36Z,20260730T162550Z,gnews_fever,Caitlin Clark,Indiana Fever,unknown,none stated,none stated,aggregator,none,True,Indiana Fever React To Caitlin Clark's Injury | Extended Presser,https://news.google.com/rss/articles/CBMiYEFVX3lxTE15eTV4X1dOQWNEZGsxcHpnTGlRZWxvcElhejJncS1kb0VZZk02T0RISXd6SUc0R2J0bENpSlZXaE5GZ09BcWtaTFFqci1IQWdOMmprN01hQy1EODFZc2dmTw?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T12:11:00Z,20260730T162550Z,gnews_wings,NaLyssa Smith,Las Vegas Aces,out,none stated,none stated,aggregator,2026-07-29,True,Why is NaLyssa Smith Not Playing Tonight? Latest Injury Update as Aces Forward's Brother Shares Heartfelt Message,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPZEc3QnVzWWllS0I3UklkRVlxa0FrOEhKWkJ4Qk1GNG5WRnA0LThreWd0RFc3ZTBXenFjaTlrbHFhSjNPYkRYZEdhQjZ0d3czbUxRUU92YmhSQ0tldFdsRzBoeUkwcUN4WDZJUnNNYUVaeVZmRGdIUXFaVWZqTXpJNllBb0FyVVF2UGI1d05LWkR1LUJZVXoxTEs0aE5tbVN4UkNOcFlEZlNZdnFBMTRxZmZUUGRxR05teFJ6cWxBLU5LOXl4ZVNZdnYwNG5NbnR3QlRfSUdtTWVBZG1hbDAxMQ?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T09:16:50Z,20260730T162550Z,gnews_fever,Caitlin Clark,Indiana Fever,unknown,none stated,none stated,aggregator,none,True,‘Look out’ – Skip Bayless says Caitlin Clark’s MVP hopes hinge on teammate’s injury scare,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNQ3hWeHN4MFZ4ZzhXamswdllwcU0tdmNwM2xZcW1aX1owTURleVdFWmJsYTBlMTE2TkFjYUxaa21td3dJVEU1NklwcENMNUZGXzJrWFFQb2d3R1FMSW9KNl9OQkdta0Zla3pnRDZnYjJZaE5BM21mdU4ySlVOME9QOWJ1cE1tcmtBMGtVNzJyRTdfZkhrODdHVEFCckxXc1k4THFuQlh4WDg?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-28T15:37:55Z,20260730T162550Z,gnews_fever,Caitlin Clark,Indiana Fever,unknown,none stated,none stated,aggregator,none,True,WNBA Punishes Indiana Fever For Hiding Caitlin Clark INJURY,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1yMWpmOFBFRGpLdzhNVEpjaFFrYk9ZUzVmeVc1LWhfeEJVMU03dDgxb3c1MFhFS01KUUtwc0dmWFk4Z0lpWG80a2h0VjZEUW1NaHZtbVUtREt6TVU?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T16:23:33Z,20260730T162550Z,gnews_aces,NaLyssa Smith,unknown,unknown,none stated,none stated,aggregator,none,True,Prayers for NaLyssa Smith: hospitalized after DiJonai Carrington accused her of infidelity,https://news.google.com/rss/articles/CBMi8wFBVV95cUxQaWNmbWtFWFNfeGdXWGpSQzBOR1BoRFBYWVEwSE44UGR3VThWRWxkSUdOTklPWlpvcEtRTTNxTXdLSjZkU2JBcFZnSG9zRnpKclU2azB6cnVwajFKNnR0QmU2X0xxZWNkZjl1REhMUTFfdGgyQTJpSS1fMDZfQlo2VG1rYmwyQ1UtSU1rc28zcURXTDJSOUpnUXZKRWxYYmlCWHlrSjlwa2lQaEppci11UnZXOWlOZHhHM3FFTWFvRm1WNy1xTlMxNWJxb2duMzRCQi1UWV9DX29kemZoRGZBMURCNDVrR2tWRUdDVlRfVGxQUjTSAfMBQVVfeXFMUGljZm1rRVhTX3hnV1hqUkMwTkdQaERQWFlRMEhOOFBkd1U4VkVsZElHTk5JT1pab3BLUU0zcU13S0o2ZFNiQXBWZ0hvc0Z6SnJVNmswenJ1cGoxSjZ0dEJlNl9McWVjZGY5dURITFExX3RoMkEyaUktXzA2X0JaNlRta2JsMkNVLUlNa3NvM3FEV0wyUjlKZ1F2SkVsWGJpQlh5a0o5cGtpUGhKaXItdVJ2VzlpTmR4RzNxRU1hb0ZtVjctcU5TMTVicW9nbjM0QkItVFlfQ19vZHpmaERmQTFEQjQ1a0drVkVHQ1ZUX1RsUFI0?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T20:00:00Z,20260730T162550Z,gnews_dream,Alanna Smith,unknown,probable,none stated,none stated,aggregator,none,True,"""probable"" Alanna Smith headline player props",https://news.google.com/rss/articles/CBMi_wFBVV95cUxOMnd0Y2M0VkxsN1gxTlk1bTF4QVVXc0c5cWhBeU14MExvWklJc1QzaXZXak84VVREVFpmTmZ0ZWVxTUIyU1cwcjVmbDVZTHBzRV9faEZucmZiMk5CaFBYMk81aklGTzJFa3lqbUotRVJyenZZWEw2MUFqaF9XanM4LW96eVItUVRCNmhtX2R6XzFSblV2VVBteHNHX185VU82SWRHNmJiQlZ0TnhPY3BnNHVjT2lhN3JiVHd6WjZJM3k1aGZGY3RsZnhiR0VDUG5kTVktWk9USW1ZclNhT19PX2JZMkJvUTVPOGZDTjZaQlpRZ3BBamlUQVhFckZ0RHM?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T12:11:31Z,20260730T162550Z,gnews_fever,Aliyah Boston,Indiana Fever,questionable,leg,none stated,aggregator,none,False,Indiana Fever C Aliyah Boston questionable to return vs Storm with leg injury,https://news.google.com/rss/articles/CBMifkFVX3lxTE5lbnk5ZzRMV0FBVFo0RmxGVkdGZmNQYlBvYWZvWkVBRnhWWEw5Uks4cVFXQklLZU1pb0RMX2tCLUtUeFA2OU1YbllSa0VzanFuWVdycDNHVmpnNjRhNGQ1RDZrVTk1dWE1UFZ6YVJKMnJ5RXpQWmQxVEd3bm8yZw?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T19:57:11Z,20260730T162550Z,gnews_league,Aliyah Boston,Indiana Fever,unknown,right knee,none stated,aggregator,none,True,Aliyah Boston Injury Update: Right Knee Concern After Fever–Storm Win,https://news.google.com/rss/articles/CBMixAFBVV95cUxNTnFsUzRQOHU4bnRHZWx3VDFYQlNHR2RzaXg3TVZMS2YxcEYtamtvTHJVRDQ0LXc3WWtLQ2twdjBnWjNFWElJX3ZsSE1PRzV0bHBGd0hKMUNPQlVEcEpPbU5NWEc0UXg5ZlRxRDVlbVB3VGgzNk5ISTByTk5RQTVYaFV1YTBZMV9iYnd6RU5WOWRxSXUxN3BtMl9jNGE3QzkzRWxIRUtZaDJ5akxzX25EUEFSTzc4THRrb0tObHVXNkhmUGRF?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-28T19:30:00Z,20260730T162550Z,gnews_mercury,Brittney Griner,unknown,unknown,none stated,none stated,aggregator,none,True,"Final Injury Report for Sun-Mystics: Will Brittney Griner, Aaliyah Edwards Play?",https://news.google.com/rss/articles/CBMiwAFBVV95cUxNSVdCZ095aEYyOHVzNE11T3hNaWZGVXVEQ0xnTWZvMFhOLWZxTmZSeERBUDBZcXZPWGh6VUpvbFE0QzlGYlBWSEJmRVJoLTMydXdWcVB2TWI2Q1dyVjVSY19TWGNBcGZ1VlpzMFdTOG5Zekk4V0VSYjVVLVRJclAyQ3lqdS1sdHRFOHJFWHFQQlZDcmdqLXhuXzFlZDUwbnYtT2RtdU9KZ2o1WUZhNHR5Nm1PbmQ3MHVZb3hocjUxclU?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-28T19:30:00Z,20260730T162550Z,gnews_mercury,Aaliyah Edwards,Washington Mystics,unknown,none stated,none stated,aggregator,none,True,"Final Injury Report for Sun-Mystics: Will Brittney Griner, Aaliyah Edwards Play?",https://news.google.com/rss/articles/CBMiwAFBVV95cUxNSVdCZ095aEYyOHVzNE11T3hNaWZGVXVEQ0xnTWZvMFhOLWZxTmZSeERBUDBZcXZPWGh6VUpvbFE0QzlGYlBWSEJmRVJoLTMydXdWcVB2TWI2Q1dyVjVSY19TWGNBcGZ1VlpzMFdTOG5Zekk4V0VSYjVVLVRJclAyQ3lqdS1sdHRFOHJFWHFQQlZDcmdqLXhuXzFlZDUwbnYtT2RtdU9KZ2o1WUZhNHR5Nm1PbmQ3MHVZb3hocjUxclU?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-28T00:19:00Z,20260730T162550Z,gnews_fever,Caitlin Clark,Indiana Fever,unknown,none stated,none stated,aggregator,none,True,Fever Reveal Caitlin Clark's Injury Status Ahead of Storm Game,https://news.google.com/rss/articles/CBMijwFBVV95cUxNcWNMeTlzSUhtS09jR1Q5THpaMXUxTjVaV3p2NjBkRzNPNEJJT1lLQ0RfTjhWTjcxZmxDM2ZSNXRKMVVScGRNR2RJMHJ5dU1KVTMwX3h3MU9EUGdJRkp4YXNtdUVIVWR4Y1VONVZzekJOMmdZdVJYaUFsOFo4YWJiX1RDeVFYbzlPZ2EzUUE3SQ?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-22T02:56:41Z,20260730T162742Z,ap_wnba,Napheesa Collier,Minnesota Lynx,probable,none stated,none stated,aggregator,none,False,Napheesa Collier probable for Lynx at Storm in her first action since last year’s playoffs,https://apnews.com/article/lynx-napheesa-collier-active-18240c6c97e98b9cc7c5e7a0d772dded,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-23T00:16:33Z,20260730T162550Z,wnba_official,Kahleah Copper,Phoenix Mercury,available,none stated,none stated,league_official,none,False,Phoenix Mercury’s Kahleah Copper Named as Replacement Player for 2026 AT&T WNBA All-Star Game,https://www.wnba.com/news/kahleah-copper-named-2026-all-star-game-replacement,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T17:32:31Z,20260730T162550Z,gnews_fever,Aliyah Boston,Indiana Fever,unknown,none stated,none stated,aggregator,none,True,Stephanie White and Sophie Cunningham spoke out about Aliyah Boston's injury,https://news.google.com/rss/articles/CBMi4AFBVV95cUxNMzVobG5vXzFtOTE0WUZabFlISUJXbDBzenpfNDFLOEJXWlRfUlJrbTRRdlluQ3dEc0w4X2EwTVFRNThSdXZiRFhCN3lZbGV3dHFZRTNpOEZ4LVVJUndneVQ4WHdKaFFmZDZJUkNzalk1Mkt3NTZXMzIzWUtyQ2JZOGNYc1djZER5cGRoMXMzeV9UVmlWdzlnMk4tOUtmYVNxdXdIZHI2MFZLU1F0d0RzZnBZazJrWmh5M3V2bDlsdmk2ZUVXTW9TOS1UZTNBeS04OXJIX01uUTkyWV9TaTljbNIB4AFBVV95cUxNMzVobG5vXzFtOTE0WUZabFlISUJXbDBzenpfNDFLOEJXWlRfUlJrbTRRdlluQ3dEc0w4X2EwTVFRNThSdXZiRFhCN3lZbGV3dHFZRTNpOEZ4LVVJUndneVQ4WHdKaFFmZDZJUkNzalk1Mkt3NTZXMzIzWUtyQ2JZOGNYc1djZER5cGRoMXMzeV9UVmlWdzlnMk4tOUtmYVNxdXdIZHI2MFZLU1F0d0RzZnBZazJrWmh5M3V2bDlsdmk2ZUVXTW9TOS1UZTNBeS04OXJIX01uUTkyWV9TaTljbA?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T13:39:55Z,20260730T162550Z,gnews_fever,Aliyah Boston,Indiana Fever,unknown,knee,none stated,aggregator,none,True,Caitlin Clark and the Indiana Fever are on edge over Aliyah Boston's knee injury,https://news.google.com/rss/articles/CBMi5gFBVV95cUxPaHA5RFVET2xXbF92VVJzd0hZSFQwV2FDQjJtc2Z0bzNsdEdwRFR6YkR1bzhlbEs5ZktBaUJyQ21BQlJLR0lCY2xIVDYzR3NyMFdqLW90Z1owMlk5bDN1azNOWDNHNjBtOWNZSWNIVFhmV2NIVTJadzlSQjdOMkRyTUgzVGd5d0VuNUpUdE9Sa2lvQnpaSDN5cnBqeEEyMmlSTmtjVVNaNGQySVc0VnhDcWhURXZRbDhiOU9qTHFXajBDQ29rcTliTWpBU3pIMkswcDZQcjVQNzFfcU1wQTJVa2owdkxZUdIB5gFBVV95cUxPdkFPYW8td0pycWUwREZkUjVGRlMyMFh2bmZlTENWM3pqaTA1aEhJYThnTWVVSUJ4ZHp3MzgxcE1pVEdVN3RqcmxUY3Q4ZFVCejB0d2NLbWtMN1ZQTFM1RFpjdjgwOW5XMk80bWxFSVc5RUZ3WWpBdUlXdFdONnN2R2QtT1ZZNkgxWjMzODY5Mk82ZnRBTmdfOWhBdUtPWkdhRkNfRFBIZEVOcU9jTldDOU42bWp6UGtGUHN5QkR4U09TckJKajh5R0ZmbHNVQmFyRW1nWEQ5TDhWNlZwbFRtQVZua1JhQQ?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T14:24:00Z,20260730T162550Z,gnews_fever,Aliyah Boston,Indiana Fever,unknown,none stated,none stated,aggregator,none,True,Aliyah Boston Injury Could Change Fevers Season,https://news.google.com/rss/articles/CBMi3AFBVV95cUxQdGFRY0dBclhrSjR3SGkzS1A0S0ptYzlJSHVjRl9wRWZLbWhtNG8tdjZXNG4xRlhrZnB1UzlOb1lheko1VkRrQ2NkRkdxZ3V5bl9TcmFpWTFKdF9SbGQ0R1p6X013SnFCZHBuT3hlY2xBVktSM0RQNllzdV95TlNfakZhM1BIYUd6ZjdxYWpXMmlyUjdOTjNyY0wzYV9nRk0yUU0tNkR2NXlhV01rdEpkU0dQVG0wY2V5eHVVeTlUNzZsYVk5RXVVRk9aVVZNLWFoamw2eTVNRjFYR2F50gHiAUFVX3lxTE1odkhzQlEtTG9LT3V4N3loVEUzNXhlenhGRXRwQnZqa0NRVmNXTkVVTVlkN0N3XzgwcVJfYkliZS1iR01yUUtvZ2xIbmZlOUJZeXdjT3FrNEh4aVVIZm9RRE5vSnpMcnI4UkNGT1BFUFNwVzFXNFVsZkU0WDNQOVhoVS1BNzBDWVNuNVFEckhlVlZjdi04SGpyQnRCckJ2QS0tc3RGdVlEb3RmZFFieEFNVnIwMU1PYThMVWtCYVNmWng0ejlmY2lpMHVjdUZ6NE05cFg4YjhLME9nclQ5MEw4Wnc?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-28T19:02:37Z,20260730T162550Z,gnews_sparks,Kelsey Plum,Los Angeles Sparks,returning,none stated,none stated,aggregator,none,True,Is Sparks' Kelsey Plum returning from injury vs. Liberty as trade rumors ramp up?,https://news.google.com/rss/articles/CBMijAFBVV95cUxQZm5OX29UMGgwZGMxRmFWNHpFOTBWblI0NVFJMncyRmpTNUdoNzFSamJoZjNraEZ6UURxXzd5Vm55UHJQSG1NRmxpaThJZzk3QzdzT3JPNGFlLXVNQVV6Rmdhd2p6ZXFYNnZGTTAwVjd4d3hvWGUxNFN6RDlfYUpxTFdNVHR6TWFSRGhtbw?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-29T03:44:20Z,20260730T162550Z,gnews_fever,Aliyah Boston,Indiana Fever,unknown,knee,none stated,aggregator,none,False,Aliyah Boston Suffers Knee Injury in Fever Game Against Storm,https://news.google.com/rss/articles/CBMia0FVX3lxTE45cUhJclNSZEtvMmhiUVYtazZHSmlmMG5UWmNEYW04eUhzT2hraXlBWnNYRXpsQ1FRMmN4RDQ0WVhVRHJqOGtvTVk1cXZoejlUMmk5VUFkb0RyX2Vtdl9NMl8yNS1ib1hQTThn?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T19:48:59+00:00,2026-07-28T23:34:00Z,20260730T162550Z,gnews_lynx,Kiki Rice,unknown,returning,none stated,none stated,aggregator,none,True,Kiki Rice Nears WNBA Return,https://news.google.com/rss/articles/CBMibkFVX3lxTE5McThsODRDTlZEcVhBekl4RzMwOThRR3hmdU00Qm04c0FaTl9ONUNxeDVzbFFSc2ZJYU96Z1N1SzZKYlJzYWk1NnlsbWpFRnRFR3dYUjVyckRVbUJweF9FYUtkTFRYTzNfWVp0SUR3?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T21:01:13+00:00,2026-07-30T21:29:11Z,20260730T210002Z,espn_rss,DiJonai Carrington,Chicago Sky,returning,none stated,none stated,player,none,False,"Chicago Sky guard DiJonai Carrington plans to make her season debut on Thursday against the Connecticut Sun barring a setback pregame, she told ESPN.",https://www.espn.com/wnba/story/_/id/49490423/sky-dijonai-carrington-plans-make-season-debut-vs-sun,claude-sonnet-5,83bf6a71cc4b
2026-07-30T21:01:16+00:00,2026-07-30T19:09:18Z,20260730T210002Z,espn_api,DiJonai Carrington,Chicago Sky,returning,none stated,none stated,player,none,False,"Chicago Sky guard DiJonai Carrington plans to make her season debut on Thursday against the Connecticut Sun barring a setback pregame, she told ESPN.",https://www.espn.com/wnba/story/_/id/49490423/sky-dijonai-carrington-plans-make-season-debut-vs-sun,claude-sonnet-5,83bf6a71cc4b
2026-07-30T21:01:39+00:00,2026-07-30T19:55:08Z,20260730T210002Z,yahoo_wnba,DiJonai Carrington,Chicago Sky,returning,foot,none stated,aggregator,none,True,"A lengthy rehab process for a foot sprain led Carrington to miss the first half of the season, but she'll make her season debut against her former team on Thursday.",https://sports.yahoo.com/wnba/article/dijonai-carrington-reportedly-set-to-make-chicago-sky-debut-vs-sun-after-return-from-foot-injury-195508353.html,claude-sonnet-5,83bf6a71cc4b
2026-07-30T21:01:42+00:00,2026-07-30T19:50:06Z,20260730T210002Z,yahoo_wnba,DiJonai Carrington,Chicago Sky,returning,none stated,none stated,aggregator,none,False,DiJonai Carrington set for emotional Sky debut against former team after long injury absence,https://sports.yahoo.com/articles/dijonai-carrington-set-emotional-sky-195006364.html,claude-sonnet-5,83bf6a71cc4b
2026-07-30T21:01:45+00:00,2026-07-30T19:47:13Z,20260730T210002Z,yahoo_wnba,DiJonai Carrington,Chicago Sky,returning,foot,none stated,beat_reporter,none,False,Sky guard DiJonai Carrington plans to debut Thursday against the Sun barring a pregame setback. She has missed all 27 games this season with a foot injury.,https://sports.yahoo.com/articles/dijonai-carrington-plans-sky-debut-194713811.html,claude-sonnet-5,83bf6a71cc4b
2026-07-30T21:01:52+00:00,2026-07-30T19:42:05Z,20260730T210002Z,yahoo_wnba,Kelsey Plum,unknown,available,none stated,none stated,player,none,False,plans to suit up Sunday at Portland,https://sports.yahoo.com/articles/kelsey-plum-playing-sunday-not-194205875.html,claude-sonnet-5,83bf6a71cc4b
2026-07-30T21:01:56+00:00,2026-07-30T19:04:00Z,20260730T210002Z,yahoo_wnba,Breanna Stewart,New York Liberty,available,none stated,none stated,aggregator,2026-07-30,True,Breanna Stewart is set to shoulder a massive offensive load.,https://sports.yahoo.com/articles/liberty-vs-aces-prediction-picks-154500505.html,claude-sonnet-5,83bf6a71cc4b
2026-07-30T21:02:02+00:00,2026-07-30T18:29:30Z,20260730T210002Z,yahoo_wnba,Paige Bueckers,Dallas Wings,available,none stated,none stated,aggregator,none,False,"Paige Bueckers, Angel Reese avoid suspension as WNBA tries to avoid another PR ordeal",https://sports.yahoo.com/articles/paige-bueckers-angel-reese-avoid-182930683.html,claude-sonnet-5,83bf6a71cc4b
2026-07-30T21:02:02+00:00,2026-07-30T18:29:30Z,20260730T210002Z,yahoo_wnba,Angel Reese,Chicago Sky,available,none stated,none stated,aggregator,none,False,"Paige Bueckers, Angel Reese avoid suspension as WNBA tries to avoid another PR ordeal",https://sports.yahoo.com/articles/paige-bueckers-angel-reese-avoid-182930683.html,claude-sonnet-5,83bf6a71cc4b
2026-07-30T21:03:13+00:00,2026-07-30T19:55:08Z,20260730T210002Z,gnews_sky,DiJonai Carrington,Chicago Sky,returning,foot,none stated,aggregator,none,True,DiJonai Carrington reportedly set to make Chicago Sky debut vs. Sun after return from foot injury,https://news.google.com/rss/articles/CBMi1gFBVV95cUxNc08zNkQzd01jNkxZdkhGSXktdnB2cHU4eWxVYU5CcXVfbnJ4YzB1WVl4cTlJQktrX1A0eWljVVY4Y2l5dWdyZWxpeGZhY3FhRXpoQ3BvM2phZWlrc3gtdkdXalNHb0tZc3Baa2tFZTZzYTh6ZHU3dWtHSnh2b2IxcElEaXYyR2RNQjBRS0d3eFNWamhlYzVxMklGcjVPbXdNbkwwTlZfeVdzNjFIVFNkRkxaSDdYYVNCZW5qWXlKSHRscnh6NU4zNGEtWXZTbGxrbnVqMXZ3?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T21:03:17+00:00,2026-07-30T19:08:48Z,20260730T210002Z,gnews_sky,DiJonai Carrington,Chicago Sky,returning,none stated,none stated,aggregator,none,False,Sky's DiJonai Carrington plans to make season debut vs. Sun,https://news.google.com/rss/articles/CBMilAFBVV95cUxNeXBFRFRvSVJ6UDRudEpwQjlNUDlxSmxRMEwxb3Q1Qmt6Qjl3ZzZoZ0YtMnBuVzE1QnZwM21VbnlHTnU1R2dzZmhuaHUyOWRvWXBCclRIQkpocnpaQ09Td0VDcHBOcXViVl9nZFZybXlUNFFWcmVFWTNfV0JGMFJsTXNPQU9qcmx4ejVUd0pkT2Zzb1Nr?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T21:03:19+00:00,2026-07-30T19:34:26Z,20260730T210002Z,gnews_sky,DiJonai Carrington,Chicago Sky,unknown,none stated,none stated,aggregator,none,True,Sky Receive Encouraging DiJonai Carrington Injury Update Before Sun Game,https://news.google.com/rss/articles/CBMitAFBVV95cUxOUWlWM1BaV3ZlY3JZbk1uVmVrZGVpb19MS3pmR3JRVUJqOEhUMkhFR0JnZVc2YU5WcDdzajV0YWhHQmxTb2pTejBVY04zdXpjWU5DOXJNVkRZaFJjZHR5cmNMQnZZQUEwNXI4MnE1Y3B2aF9YWWZJaUJHZDA2TGhMNHZOVUdXYUtOc0lMbDdfYUdsVW4wYW5qM1ZpYTA4cldVdnNOeWNCSDJfeHdvVjVaMVdpdF8?oc=5,claude-sonnet-5,83bf6a71cc4b
2026-07-30T21:03:22+00:00,2026-07-30T19:50:06Z,20260730T210002Z,gnews_sky,DiJonai Carrington,Chicago Sky,returning,none stated,none stated,aggregator,none,False,DiJonai Carrington set for emotional Sky debut against former team after long injury absence,https://news.google.com/rss/articles/CBMi6wFBVV95cUxPMjRrdkxtMjFndTZ2VlJ1SkpIX25pQTFGRFI0cVF4MFUxS0hxRzVEU0w0anMzMUVDRnpoeDZoYy1VX0VJdDVxa1BuOWowam1nVGxCaDJBeTFOU3RYN0NHVzVZb2FvY0xJeWV5Y0NJeTNpUVg4eXczY0VyeVhuaUNrQWNPMXkydWhSRncwX1gwM0ZJUnBLVVQ3VHZ3LWJsZVo0MFFXcWJPa0lMZTFONTBkVi1zTTd3dGxQc0h1UUpZVGgwS2tVclFXbG1MOENBMTgwLWNSRlloWlpwNjFvOXl0RlVaekstelhzeU5F?oc=5,claude-sonnet-5,83bf6a71cc4b
