date,team,player_acquired,player_relinquished,notes,category,source_page
2024-06-12,CON,,Astou Ndour-Fall,COACH'S DECISION,missed_game_other,espn_summary_401620287.json
2024-06-12,CON,,Rachel Banham,COACH'S DECISION,missed_game_other,espn_summary_401620287.json
2024-06-13,ATL,,Laeticia Amihere,RIGHT HAND,missed_game_injury,espn_summary_401620288.json
2024-06-13,IND,,Temi Fagbenle,LEFT FOOT,missed_game_injury,espn_summary_401620288.json
2024-06-13,LVA,,Kierstan Bell,LOWER LEG,missed_game_injury,espn_summary_401620290.json
2024-06-13,ATL,,Jordin Canada,COACH'S DECISION,missed_game_other,espn_summary_401620288.json
2024-06-13,ATL,,Lorela Cubaj,COACH'S DECISION,missed_game_other,espn_summary_401620288.json
2024-06-13,IND,,Celeste Taylor,COACH'S DECISION,missed_game_other,espn_summary_401620288.json
2024-06-13,IND,,Grace Berger,COACH'S DECISION,missed_game_other,espn_summary_401620288.json
2024-06-13,IND,,Victaria Saxton,COACH'S DECISION,missed_game_other,espn_summary_401620288.json
2024-06-13,LVA,,Chelsea Gray,COACH'S DECISION,missed_game_other,espn_summary_401620290.json
2024-06-13,LVA,,Emma Cannon,COACH'S DECISION,missed_game_other,espn_summary_401620290.json
2024-06-13,PHO,,Charisma Osborne,COACH'S DECISION,missed_game_other,espn_summary_401620290.json
2024-06-13,PHO,,Liz Dixon,COACH'S DECISION,missed_game_other,espn_summary_401620290.json
2024-06-13,PHO,,Mikiah Herbert Harrigan,COACH'S DECISION,missed_game_other,espn_summary_401620290.json
2024-06-13,SEA,,Joyner Holmes,COACH'S DECISION,missed_game_other,espn_summary_401620289.json
2024-06-13,SEA,,Kiana Williams,COACH'S DECISION,missed_game_other,espn_summary_401620289.json
2024-06-13,SEA,,Nika Muhl,COACH'S DECISION,missed_game_other,espn_summary_401620289.json
2024-06-13,LAS,Dearica Hamby,,The Los Angeles Sparks signed Dearica Hamby to a contract extension.,signing,bbref_transactions_2024.html
2024-06-13,PHO,Charisma Osborne,,The Phoenix Mercury signed Charisma Osborne.,signing,bbref_transactions_2024.html
2024-06-14,CHI,,Elizabeth Williams,KNEE INJURY,missed_game_injury,espn_summary_401620291.json
2024-06-14,MIN,,Diamond Miller,RIGHT KNEE INJURY,missed_game_injury,espn_summary_401620292.json
2024-06-14,WAS,,Brittney Sykes,LEFT FOOT,missed_game_injury,espn_summary_401620291.json
2024-06-14,WAS,,Shakira Austin,LEFT HIP INJURY,missed_game_injury,espn_summary_401620291.json
2024-06-14,CHI,,Kysre Gondrezick,COACH'S DECISION,missed_game_other,espn_summary_401620291.json
2024-06-14,LAS,,Azura Stevens,LEFT ARM,missed_game_other,espn_summary_401620292.json
2024-06-14,LAS,,Zia Cooke,COACH'S DECISION,missed_game_other,espn_summary_401620292.json
2024-06-14,MIN,,Alissa Pili,COACH'S DECISION,missed_game_other,espn_summary_401620292.json
2024-06-14,MIN,,Sika Kone,COACH'S DECISION,missed_game_other,espn_summary_401620292.json
2024-06-15,LVA,,Chelsea Gray,COACH'S DECISION,missed_game_other,espn_summary_401620294.json
2024-06-16,CHI,,Elizabeth Williams,KNEE INJURY,missed_game_injury,espn_summary_401620296.json
2024-06-16,IND,,Temi Fagbenle,LEFT FOOT,missed_game_injury,espn_summary_401620296.json
2024-06-16,ATL,,Laeticia Amihere,COACH'S DECISION,missed_game_other,espn_summary_401620297.json
2024-06-16,CHI,,Brianna Turner,COACH'S DECISION,missed_game_other,espn_summary_401620296.json
2024-06-16,CHI,,Kysre Gondrezick,COACH'S DECISION,missed_game_other,espn_summary_401620296.json
2024-06-16,IND,,Celeste Taylor,COACH'S DECISION,missed_game_other,espn_summary_401620296.json
2024-06-16,IND,,Grace Berger,COACH'S DECISION,missed_game_other,espn_summary_401620296.json
2024-06-16,IND,,Victaria Saxton,COACH'S DECISION,missed_game_other,espn_summary_401620296.json
2024-06-16,LAS,,Zia Cooke,COACH'S DECISION,missed_game_other,espn_summary_401620297.json
2024-06-16,PHO,,Charisma Osborne,COACH'S DECISION,missed_game_other,espn_summary_401620295.json
2024-06-16,PHO,,Liz Dixon,COACH'S DECISION,missed_game_other,espn_summary_401620295.json
2024-06-16,PHO,,Mikiah Herbert Harrigan,COACH'S DECISION,missed_game_other,espn_summary_401620295.json
2024-06-16,SEA,,Kiana Williams,COACH'S DECISION,missed_game_other,espn_summary_401620295.json
2024-06-16,SEA,,Mercedes Russell,NOT WITH TEAM,missed_game_other,espn_summary_401620295.json
2024-06-16,SEA,,Nika Muhl,COACH'S DECISION,missed_game_other,espn_summary_401620295.json
2024-06-16,LVA,Jessika Carter,,The Las Vegas Aces signed Jessika Carter.,signing,bbref_transactions_2024.html
2024-06-16,LVA,,Emma Cannon,The Las Vegas Aces waived Emma Cannon.,waiver,bbref_transactions_2024.html
2024-06-17,DAL,,Arike Ogunbowale,ACHILLES,missed_game_injury,espn_summary_401620298.json
2024-06-17,DAL,,Jaelyn Brown,ILLNESS,missed_game_injury,espn_summary_401620298.json
2024-06-17,DAL,,Natasha Howard,FOOT INJURY,missed_game_injury,espn_summary_401620298.json
2024-06-17,DAL,,Satou Sabally,SHOULDER,missed_game_injury,espn_summary_401620298.json
2024-06-17,MIN,,Bridget Carleton,ELBOW INJURY,missed_game_injury,espn_summary_401620298.json
2024-06-17,MIN,,Diamond Miller,KNEE INJURY,missed_game_injury,espn_summary_401620298.json
2024-06-17,MIN,,Alissa Pili,COACH'S DECISION,missed_game_other,espn_summary_401620298.json
2024-06-17,MIN,,Olivia Epoupa,COACH'S DECISION,missed_game_other,espn_summary_401620298.json
2024-06-18,CON,,Moriah Jefferson,RIGHT ANKLE INJURY,missed_game_injury,espn_summary_401620299.json
2024-06-18,LAS,,Azura Stevens,LEFT ARM,missed_game_other,espn_summary_401620299.json
2024-06-18,NYL,,Courtney Vandersloot,COACH'S DECISION,missed_game_other,espn_summary_401620300.json
2024-06-18,NYL,,Marquesha Davis,COACH'S DECISION,missed_game_other,espn_summary_401620300.json
2024-06-18,NYL,,Nyara Sabally,COACH'S DECISION,missed_game_other,espn_summary_401620300.json
2024-06-18,PHO,,Charisma Osborne,COACH'S DECISION,missed_game_other,espn_summary_401620300.json
2024-06-18,PHO,,Liz Dixon,COACH'S DECISION,missed_game_other,espn_summary_401620300.json
2024-06-18,PHO,,Mikiah Herbert Harrigan,COACH'S DECISION,missed_game_other,espn_summary_401620300.json
2024-06-19,ATL,,Aerial Powers,INJURY/ILLNESS,missed_game_injury,espn_summary_401620302.json
2024-06-19,ATL,,Jordin Canada,RIGHT HAND,missed_game_injury,espn_summary_401620302.json
2024-06-19,IND,,Temi Fagbenle,LEFT FOOT,missed_game_injury,espn_summary_401620301.json
2024-06-19,MIN,,Diamond Miller,RIGHT KNEE INJURY,missed_game_injury,espn_summary_401620302.json
2024-06-19,WAS,,Brittney Sykes,LEFT FOOT,missed_game_injury,espn_summary_401620301.json
2024-06-19,WAS,,Shakira Austin,LEFT HIP INJURY,missed_game_injury,espn_summary_401620301.json
2024-06-19,ATL,,Laeticia Amihere,COACH'S DECISION,missed_game_other,espn_summary_401620302.json
2024-06-19,IND,,Celeste Taylor,COACH'S DECISION,missed_game_other,espn_summary_401620301.json
2024-06-19,IND,,Grace Berger,COACH'S DECISION,missed_game_other,espn_summary_401620301.json
2024-06-19,IND,,Victaria Saxton,COACH'S DECISION,missed_game_other,espn_summary_401620301.json
2024-06-19,MIN,,Sika Kone,COACH'S DECISION,missed_game_other,espn_summary_401620302.json
2024-06-19,SEA,,Kiana Williams,COACH'S DECISION,missed_game_other,espn_summary_401620303.json
2024-06-19,WAS,,DiDi Richards,COACH'S DECISION,missed_game_other,espn_summary_401620301.json
2024-06-19,DAL,Morgan Bertsch,,The Dallas Wings signed Morgan Bertsch.,signing,bbref_transactions_2024.html
2024-06-20,CHI,,Elizabeth Williams,KNEE INJURY,missed_game_injury,espn_summary_401620304.json
2024-06-20,DAL,,Jaelyn Brown,ILLNESS,missed_game_injury,espn_summary_401620304.json
2024-06-20,DAL,,Kalani Brown,ILLNESS,missed_game_injury,espn_summary_401620304.json
2024-06-20,DAL,,Maddy Siegrist,SHOULDER,missed_game_injury,espn_summary_401620304.json
2024-06-20,DAL,,Satou Sabally,SHOULDER,missed_game_injury,espn_summary_401620304.json
2024-06-20,LAS,,Cameron Brink,LEFT KNEE,missed_game_injury,espn_summary_401620305.json
2024-06-20,NYL,,Betnijah Laney-Hamilton,RIGHT KNEE INJURY,missed_game_injury,espn_summary_401620305.json
2024-06-20,NYL,,Nyara Sabally,BACK,missed_game_injury,espn_summary_401620305.json
2024-06-20,CHI,,Kysre Gondrezick,COACH'S DECISION,missed_game_other,espn_summary_401620304.json
2024-06-20,LAS,,Azura Stevens,LEFT ARM,missed_game_other,espn_summary_401620305.json
2024-06-20,NYL,,Courtney Vandersloot,PERSONAL,missed_game_other,espn_summary_401620305.json
2024-06-22,LAS,,Cameron Brink,LEFT KNEE,missed_game_injury,espn_summary_401620309.json
2024-06-22,LAS,,Lexie Brown,ILLNESS,missed_game_injury,espn_summary_401620309.json
2024-06-22,MIN,,Diamond Miller,KNEE INJURY,missed_game_injury,espn_summary_401620310.json
2024-06-22,NYL,,Betnijah Laney-Hamilton,RIGHT KNEE INJURY,missed_game_injury,espn_summary_401620309.json
2024-06-22,NYL,,Nyara Sabally,BACK,missed_game_injury,espn_summary_401620309.json
2024-06-22,PHO,,Sug Sutton,HAMSTRING,missed_game_injury,espn_summary_401620310.json
2024-06-22,LAS,,Azura Stevens,LEFT ARM,missed_game_other,espn_summary_401620309.json
2024-06-22,NYL,,Courtney Vandersloot,RETURN TO COMPETITION RECONDITIONING,missed_game_other,espn_summary_401620309.json
2024-06-22,LAS,Queen Egbo,,The Los Angeles Sparks signed Queen Egbo.,signing,bbref_transactions_2024.html
2024-06-23,CHI,,Elizabeth Williams,KNEE SORENESS,missed_game_injury,espn_summary_401620313.json
2024-06-23,CON,,Moriah Jefferson,ANKLE INJURY,missed_game_injury,espn_summary_401620314.json
2024-06-23,DAL,,Jaelyn Brown,ILLNESS,missed_game_injury,espn_summary_401620312.json
2024-06-23,DAL,,Maddy Siegrist,FINGER INJURY,missed_game_injury,espn_summary_401620312.json
2024-06-23,DAL,,Satou Sabally,SHOULDER,missed_game_injury,espn_summary_401620312.json
2024-06-23,IND,,Temi Fagbenle,LEFT FOOT,missed_game_injury,espn_summary_401620313.json
2024-06-23,WAS,,Aaliyah Edwards,LOWER BACK SORENESS,missed_game_injury,espn_summary_401620312.json
2024-06-23,WAS,,Brittney Sykes,LEFT FOOT,missed_game_injury,espn_summary_401620312.json
2024-06-23,WAS,,Shakira Austin,LEFT HIP INJURY,missed_game_injury,espn_summary_401620312.json
2024-06-23,CHI,,Kysre Gondrezick,COACH'S DECISION,missed_game_other,espn_summary_401620313.json
2024-06-23,CHI,,Michaela Onyenwere,COACH'S DECISION,missed_game_other,espn_summary_401620313.json
2024-06-23,DAL,,Stephanie Soares,COACH'S DECISION,missed_game_other,espn_summary_401620312.json
2024-06-23,IND,,Celeste Taylor,COACH'S DECISION,missed_game_other,espn_summary_401620313.json
2024-06-23,IND,,Grace Berger,COACH'S DECISION,missed_game_other,espn_summary_401620313.json
2024-06-23,IND,,Victaria Saxton,COACH'S DECISION,missed_game_other,espn_summary_401620313.json
2024-06-23,SEA,,Kiana Williams,COACH'S DECISION,missed_game_other,espn_summary_401620314.json
2024-06-23,SEA,,Nika Muhl,COACH'S DECISION,missed_game_other,espn_summary_401620314.json
2024-06-24,DAL,,Morgan Bertsch,The Dallas Wings released Morgan Bertsch.,waiver,bbref_transactions_2024.html
2024-06-25,MIN,,Diamond Miller,KNEE INJURY [commissioners-cup-final],missed_game_injury,espn_summary_401677672.json
2024-06-25,NYL,,Nyara Sabally,BACK [commissioners-cup-final],missed_game_injury,espn_summary_401677672.json
2024-06-25,MIN,,Alissa Pili,COACH'S DECISION [commissioners-cup-final],missed_game_other,espn_summary_401677672.json
2024-06-25,MIN,,Olivia Epoupa,COACH'S DECISION [commissioners-cup-final],missed_game_other,espn_summary_401677672.json
2024-06-25,MIN,,Sika Kone,COACH'S DECISION [commissioners-cup-final],missed_game_other,espn_summary_401677672.json
2024-06-25,NYL,,Ivana Dojkic,COACH'S DECISION [commissioners-cup-final],missed_game_other,espn_summary_401677672.json
2024-06-25,NYL,,Marquesha Davis,COACH'S DECISION [commissioners-cup-final],missed_game_other,espn_summary_401677672.json
2024-06-25,DAL,Odyssey Sims,,The Dallas Wings signed Odyssey Sims.,signing,bbref_transactions_2024.html
2024-06-25,IND,,Celeste Taylor,The Indiana Fever waived Celeste Taylor.,waiver,bbref_transactions_2024.html
2024-06-26,ATL,Maya Caldwell,,The Atlanta Dream signed Maya Caldwell.,signing,bbref_transactions_2024.html
2024-06-26,ATL,,Crystal Dangerfield,The Atlanta Dream waived Crystal Dangerfield.,waiver,bbref_transactions_2024.html
2024-06-27,CHI,,Elizabeth Williams,KNEE INJURY,missed_game_injury,espn_summary_401620317.json
2024-06-27,CON,,Moriah Jefferson,RIGHT ANKLE INJURY,missed_game_injury,espn_summary_401620316.json
2024-06-27,LVA,,Kierstan Bell,LOWER LEG,missed_game_injury,espn_summary_401620317.json
2024-06-27,WAS,,Aaliyah Edwards,LOWER BACK INJURY,missed_game_injury,espn_summary_401620316.json
2024-06-27,WAS,,Brittney Sykes,LEFT FOOT,missed_game_injury,espn_summary_401620316.json
2024-06-27,WAS,,Karlie Samuelson,LEFT HAND,missed_game_injury,espn_summary_401620316.json
2024-06-27,WAS,,Shakira Austin,LEFT HIP INJURY,missed_game_injury,espn_summary_401620316.json
2024-06-27,CON,,Astou Ndour-Fall,COACH'S DECISION,missed_game_other,espn_summary_401620316.json
2024-06-27,CON,,Olivia Nelson-Ododa,COACH'S DECISION,missed_game_other,espn_summary_401620316.json
2024-06-27,DAL,,Stephanie Soares,COACH'S DECISION,missed_game_other,espn_summary_401620315.json
2024-06-27,IND,,Damiris Dantas,COACH'S DECISION,missed_game_other,espn_summary_401620318.json
2024-06-27,IND,,Grace Berger,COACH'S DECISION,missed_game_other,espn_summary_401620318.json
2024-06-27,IND,,Victaria Saxton,COACH'S DECISION,missed_game_other,espn_summary_401620318.json
2024-06-27,LVA,,Jessika Carter,COACH'S DECISION,missed_game_other,espn_summary_401620317.json
2024-06-27,LVA,,Sydney Colson,COACH'S DECISION,missed_game_other,espn_summary_401620317.json
2024-06-27,MIN,,Alissa Pili,COACH'S DECISION,missed_game_other,espn_summary_401620315.json
2024-06-27,MIN,,Sika Kone,COACH'S DECISION,missed_game_other,espn_summary_401620315.json
2024-06-28,ATL,,Rhyne Howard,LEFT ANKLE INJURY,missed_game_injury,espn_summary_401620319.json
2024-06-28,CON,,Moriah Jefferson,RIGHT ANKLE INJURY,missed_game_injury,espn_summary_401620319.json
2024-06-28,LAS,,Cameron Brink,LEFT KNEE INJURY,missed_game_injury,espn_summary_401620320.json
2024-06-28,LAS,,Layshia Clarendon,ILLNESS,missed_game_injury,espn_summary_401620320.json
2024-06-28,ATL,,Lorela Cubaj,COACH'S DECISION,missed_game_other,espn_summary_401620319.json
2024-06-28,CON,,Astou Ndour-Fall,COACH'S DECISION,missed_game_other,espn_summary_401620319.json
2024-06-28,LAS,,Azura Stevens,LEFT ARM,missed_game_other,espn_summary_401620320.json
2024-06-28,LAS,,Lexie Brown,CROHN'S DISEASE,missed_game_other,espn_summary_401620320.json
2024-06-28,WAS,Jakia Brown-Turner,,The Washington Mystics signed Jakia Brown-Turner.,signing,bbref_transactions_2024.html
2024-06-28,CHI,,Kysre Gondrezick,The Chicago Sky waived Kysre Gondrezick.,waiver,bbref_transactions_2024.html
2024-06-29,DAL,,Jaelyn Brown,ILLNESS,missed_game_injury,espn_summary_401620322.json
2024-06-29,DAL,,Maddy Siegrist,FINGER INJURY,missed_game_injury,espn_summary_401620322.json
2024-06-29,DAL,,Satou Sabally,SHOULDER,missed_game_injury,espn_summary_401620322.json
2024-06-29,LVA,,Kierstan Bell,RIGHT LOWER LEG,missed_game_injury,espn_summary_401620321.json
2024-06-29,WAS,,Brittney Sykes,LEFT FOOT,missed_game_injury,espn_summary_401620321.json
2024-06-29,WAS,,Karlie Samuelson,LEFT HAND,missed_game_injury,espn_summary_401620321.json
2024-06-29,WAS,,Shakira Austin,LEFT HIP INJURY,missed_game_injury,espn_summary_401620321.json
2024-06-29,LVA,,Jessika Carter,COACH'S DECISION,missed_game_other,espn_summary_401620321.json
2024-06-29,LVA,,Sydney Colson,COACH'S DECISION,missed_game_other,espn_summary_401620321.json
2024-06-29,WAS,,Jakia Brown-Turner,COACH'S DECISION,missed_game_other,espn_summary_401620321.json
2024-06-29,LAS,,Queen Egbo,The Los Angeles Sparks waived Queen Egbo.,waiver,bbref_transactions_2024.html
2024-06-30,ATL,,Aerial Powers,LEFT CALF,missed_game_injury,espn_summary_401620323.json
2024-06-30,ATL,,Rhyne Howard,LEFT ANKLE,missed_game_injury,espn_summary_401620323.json
2024-06-30,CHI,,Elizabeth Williams,KNEE INJURY,missed_game_injury,espn_summary_401620324.json
2024-06-30,NYL,,Nyara Sabally,BACK,missed_game_injury,espn_summary_401620323.json
2024-06-30,PHO,,Charisma Osborne,LOWER LEG,missed_game_injury,espn_summary_401620325.json
2024-06-30,ATL,,Laeticia Amihere,COACH'S DECISION,missed_game_other,espn_summary_401620323.json
2024-06-30,ATL,,Lorela Cubaj,COACH'S DECISION,missed_game_other,espn_summary_401620323.json
2024-06-30,CHI,,Brianna Turner,COACH'S DECISION,missed_game_other,espn_summary_401620324.json
2024-06-30,CHI,,Michaela Onyenwere,COACH'S DECISION,missed_game_other,espn_summary_401620324.json
2024-06-30,IND,,Damiris Dantas,COACH'S DECISION,missed_game_other,espn_summary_401620325.json
2024-06-30,IND,,Grace Berger,COACH'S DECISION,missed_game_other,espn_summary_401620325.json
2024-06-30,IND,,Victaria Saxton,COACH'S DECISION,missed_game_other,espn_summary_401620325.json
2024-06-30,MIN,,Alissa Pili,COACH'S DECISION,missed_game_other,espn_summary_401620324.json
2024-06-30,MIN,,Olivia Epoupa,COACH'S DECISION,missed_game_other,espn_summary_401620324.json
2024-06-30,MIN,,Sika Kone,COACH'S DECISION,missed_game_other,espn_summary_401620324.json
2024-06-30,NYL,,Ivana Dojkic,COACH'S DECISION,missed_game_other,espn_summary_401620323.json
2024-06-30,NYL,,Marquesha Davis,COACH'S DECISION,missed_game_other,espn_summary_401620323.json
2024-06-30,PHO,,Mikiah Herbert Harrigan,COACH'S DECISION,missed_game_other,espn_summary_401620325.json
2024-06-30,LVA,,Jessika Carter,The Las Vegas Aces waived Jessika Carter.,waiver,bbref_transactions_2024.html
2024-07-01,CON,,Moriah Jefferson,RIGHT ANKLE INJURY,missed_game_injury,espn_summary_401620326.json
2024-07-01,DAL,,Maddy Siegrist,FINGER INJURY,missed_game_injury,espn_summary_401620327.json
2024-07-01,DAL,,Satou Sabally,SHOULDER,missed_game_injury,espn_summary_401620327.json
2024-07-01,PHO,,Charisma Osborne,LEFT LOWER LEG STRAIN,missed_game_injury,espn_summary_401620326.json
2024-07-01,PHO,,Diana Taurasi,BACK STIFFNESS,missed_game_injury,espn_summary_401620326.json
2024-07-01,PHO,,Rebecca Allen,LOWER BACK INJURY,missed_game_injury,espn_summary_401620326.json
2024-07-01,CON,,Astou Ndour-Fall,COACH'S DECISION,missed_game_other,espn_summary_401620326.json
2024-07-01,CON,,Rachel Banham,COACH'S DECISION,missed_game_other,espn_summary_401620326.json
2024-07-01,DAL,,Jaelyn Brown,COACH'S DECISION,missed_game_other,espn_summary_401620327.json
2024-07-02,ATL,,Laeticia Amihere,COACH'S DECISION,missed_game_other,espn_summary_401620329.json
2024-07-02,ATL,,Lorela Cubaj,COACH'S DECISION,missed_game_other,espn_summary_401620329.json
2024-07-02,CHI,,Brianna Turner,COACH'S DECISION,missed_game_other,espn_summary_401620329.json
2024-07-02,CHI,,Michaela Onyenwere,COACH'S DECISION,missed_game_other,espn_summary_401620329.json
2024-07-02,IND,,Grace Berger,COACH'S DECISION,missed_game_other,espn_summary_401620330.json
2024-07-02,IND,,Lexie Hull,COACH'S DECISION,missed_game_other,espn_summary_401620330.json
2024-07-02,IND,,Victaria Saxton,COACH'S DECISION,missed_game_other,espn_summary_401620330.json
2024-07-02,LVA,,Kierstan Bell,COACH'S DECISION,missed_game_other,espn_summary_401620330.json
2024-07-02,NYL,,Ivana Dojkic,COACH'S DECISION,missed_game_other,espn_summary_401620328.json
2024-07-02,NYL,,Marquesha Davis,COACH'S DECISION,missed_game_other,espn_summary_401620328.json
2024-07-02,PHO,,Liz Dixon,The Phoenix Mercury waived Liz Dixon.,waiver,bbref_transactions_2024.html
2024-07-02,SEA,,Kiana Williams,The Seattle Storm waived Kiana Williams.,waiver,bbref_transactions_2024.html
2024-07-02,WAS,,Jakia Brown-Turner,The Washington Mystics waived Jakia Brown-Turner.,waiver,bbref_transactions_2024.html
2024-07-03,DAL,,Stephanie Soares,COACH'S DECISION,missed_game_other,espn_summary_401620332.json
2024-07-04,CON,,Moriah Jefferson,RIGHT ANKLE INJURY,missed_game_injury,espn_summary_401620333.json
2024-07-04,CON,,Tyasha Harris,ILLNESS,missed_game_injury,espn_summary_401620333.json
2024-07-04,CON,,Astou Ndour-Fall,COACH'S DECISION,missed_game_other,espn_summary_401620333.json
2024-07-04,MIN,,Alissa Pili,COACH'S DECISION,missed_game_other,espn_summary_401620333.json
2024-07-04,MIN,,Sika Kone,COACH'S DECISION,missed_game_other,espn_summary_401620333.json
2024-07-04,LAS,Crystal Dangerfield,,The Los Angeles Sparks signed Crystal Dangerfield to a 7-day contract.,signing,bbref_transactions_2024.html
2024-07-04,WAS,Jakia Brown-Turner,,The Washington Mystics signed Jakia Brown-Turner to a 7-day contract.,signing,bbref_transactions_2024.html
2024-07-05,CHI,,Elizabeth Williams,KNEE INJURY,missed_game_injury,espn_summary_401620337.json
2024-07-05,CHI,,Michaela Onyenwere,COACH'S DECISION,missed_game_other,espn_summary_401620337.json
2024-07-05,DAL,,Stephanie Soares,COACH'S DECISION,missed_game_other,espn_summary_401620335.json
2024-07-05,LAS,,Crystal Dangerfield,COACH'S DECISION,missed_game_other,espn_summary_401620336.json
2024-07-05,LVA,,Kierstan Bell,COACH'S DECISION,missed_game_other,espn_summary_401620336.json
2024-07-05,SEA,,Kiana Williams,COACH'S DECISION,missed_game_other,espn_summary_401620337.json
2024-07-05,SEA,,Nika Muhl,COACH'S DECISION,missed_game_other,espn_summary_401620337.json
2024-07-05,ATL,Destanni Henderson,,The Atlanta Dream signed Destanni Henderson to a 7-day contract.,signing,bbref_transactions_2024.html
2024-07-05,PHO,Liz Dixon,,The Phoenix Mercury signed Liz Dixon to a 7-day contract.,signing,bbref_transactions_2024.html
2024-07-05,SEA,Kiana Williams,,The Seattle Storm signed Kiana Williams to a 7-day contract.,signing,bbref_transactions_2024.html
2024-07-06,IND,,Temi Fagbenle,RIGHT THUMB INJURY,missed_game_injury,espn_summary_401620338.json
2024-07-06,MIN,,Napheesa Collier,FOOT INJURY,missed_game_injury,espn_summary_401620339.json
2024-07-06,MIN,,Olivia Epoupa,THIGH INJURY,missed_game_injury,espn_summary_401620339.json
2024-07-06,WAS,,Brittney Sykes,LEFT FOOT,missed_game_injury,espn_summary_401620339.json
2024-07-06,WAS,,Emily Engstler,ILLNESS,missed_game_injury,espn_summary_401620339.json
2024-07-06,WAS,,Karlie Samuelson,LEFT HAND,missed_game_injury,espn_summary_401620339.json
2024-07-06,WAS,,Shakira Austin,LEFT HIP INJURY,missed_game_injury,espn_summary_401620339.json
2024-07-06,IND,,Grace Berger,COACH'S DECISION,missed_game_other,espn_summary_401620338.json
2024-07-06,IND,,Victaria Saxton,COACH'S DECISION,missed_game_other,espn_summary_401620338.json
2024-07-06,NYL,,Ivana Dojkic,COACH'S DECISION,missed_game_other,espn_summary_401620338.json
2024-07-06,NYL,,Jaylyn Sherrod,COACH'S DECISION,missed_game_other,espn_summary_401620338.json
2024-07-06,NYL,,Marquesha Davis,COACH'S DECISION,missed_game_other,espn_summary_401620338.json
2024-07-06,NYL,,Nyara Sabally,COACH'S DECISION,missed_game_other,espn_summary_401620338.json
2024-07-06,WAS,,Jakia Brown-Turner,COACH'S DECISION,missed_game_other,espn_summary_401620339.json
2024-07-06,NYL,Jaylyn Sherrod,,The New York Liberty signed Jaylyn Sherrod to a 7-day contract.,signing,bbref_transactions_2024.html
2024-07-07,ATL,,Aerial Powers,LEFT CALF,missed_game_injury,espn_summary_401620340.json
2024-07-07,ATL,,Cheyenne Parker-Tyus,LEFT FOOT,missed_game_injury,espn_summary_401620340.json
2024-07-07,ATL,,Jordin Canada,RIGHT FINGER,missed_game_injury,espn_summary_401620340.json
2024-07-07,ATL,,Rhyne Howard,LEFT ANKLE,missed_game_injury,espn_summary_401620340.json
2024-07-07,CON,,Moriah Jefferson,RIGHT ANKLE INJURY,missed_game_injury,espn_summary_401620340.json
2024-07-07,CHI,,Brianna Turner,COACH'S DECISION,missed_game_other,espn_summary_401620342.json
2024-07-07,CHI,,Elizabeth Williams,COACH'S DECISION,missed_game_other,espn_summary_401620342.json
2024-07-07,CHI,,Michaela Onyenwere,COACH'S DECISION,missed_game_other,espn_summary_401620342.json
2024-07-07,SEA,,Joyner Holmes,COACH'S DECISION,missed_game_other,espn_summary_401620342.json
2024-07-07,SEA,,Kiana Williams,COACH'S DECISION,missed_game_other,espn_summary_401620342.json
2024-07-07,SEA,,Nika Muhl,COACH'S DECISION,missed_game_other,espn_summary_401620342.json
2024-07-07,SEA,,Victoria Vivians,COACH'S DECISION,missed_game_other,espn_summary_401620342.json
2024-07-09,ATL,,Laeticia Amihere,The Atlanta Dream suspended the contract of Laeticia Amihere.,contract_suspension,bbref_transactions_2024.html
2024-07-10,ATL,,Aerial Powers,LEFT CALF,missed_game_injury,espn_summary_401620347.json
2024-07-10,ATL,,Jordin Canada,RIGHT FINGER,missed_game_injury,espn_summary_401620347.json
2024-07-10,ATL,,Rhyne Howard,LEFT ANKLE,missed_game_injury,espn_summary_401620347.json
2024-07-10,CHI,,Elizabeth Williams,KNEE INJURY,missed_game_injury,espn_summary_401620347.json
2024-07-10,CON,,Moriah Jefferson,RIGHT ANKLE INJURY,missed_game_injury,espn_summary_401620345.json
2024-07-10,DAL,,Jaelyn Brown,ILLNESS,missed_game_injury,espn_summary_401620349.json
2024-07-10,DAL,,Maddy Siegrist,FINGER INJURY,missed_game_injury,espn_summary_401620349.json
2024-07-10,DAL,,Satou Sabally,SHOULDER,missed_game_injury,espn_summary_401620349.json
2024-07-10,IND,,Temi Fagbenle,RIGHT THUMB INJURY,missed_game_injury,espn_summary_401620346.json
2024-07-10,LVA,,Megan DiLeo,NON-COVID ILLNESS,missed_game_injury,espn_summary_401620348.json
2024-07-10,NYL,,Betnijah Laney-Hamilton,RIGHT KNEE INJURY,missed_game_injury,espn_summary_401620345.json
2024-07-10,PHO,,Charisma Osborne,LEFT LEG INJURY,missed_game_injury,espn_summary_401620349.json
2024-07-10,PHO,,Diana Taurasi,LEFT LEG INJURY,missed_game_injury,espn_summary_401620349.json
2024-07-10,WAS,,Brittney Sykes,LEFT FOOT,missed_game_injury,espn_summary_401620346.json
2024-07-10,WAS,,Karlie Samuelson,FRACTURED LEFT HAND,missed_game_injury,espn_summary_401620346.json
2024-07-10,WAS,,Shakira Austin,LEFT HIP INJURY,missed_game_injury,espn_summary_401620346.json
2024-07-10,ATL,,Lorela Cubaj,COACH'S DECISION,missed_game_other,espn_summary_401620347.json
2024-07-10,CON,,Astou Ndour-Fall,COACH'S DECISION,missed_game_other,espn_summary_401620345.json
